datetime,open,high,low,close,volume
2021-10-27 17:00:00,15704.24,15726.2,15704.24,15725.9,822
2021-10-28 09:00:00,15667.01,15667.01,15650.85,15660.78,993
2021-10-28 10:00:00,15660.25,15686.47,15656.9,15685.16,1563
2021-10-28 11:00:00,15685.39,15701.29,15678.39,15682.12,1844
2021-10-28 12:00:00,15682.22,15700.15,15664.71,15678.27,2395
2021-10-28 13:00:00,15679.16,15704.58,15648.67,15676.23,3823
2021-10-28 14:00:00,15675.9,15758.07,15667.29,15723.61,3561
2021-10-28 15:00:00,15725.25,15763.56,15716.96,15733.68,3026
2021-10-28 16:00:00,15734.89,15762.22,15698.66,15710.31,2854
2021-10-28 17:00:00,15711.24,15748.78,15708.17,15740.15,2614
2021-10-28 18:00:00,15740.57,15769.14,15739.24,15752.6,2371
2021-10-28 19:00:00,15751.98,15773.67,15727.98,15770.57,2936
2021-10-28 22:00:00,15701.94,15702.56,15677.81,15682.76,571
2021-10-28 23:00:00,15682.65,15688.46,15676.59,15682.29,1233
2021-10-29 00:00:00,15682.31,15689.51,15667.13,15670.85,1744
2021-10-29 01:00:00,15671.17,15675.75,15655.43,15659.48,1798
2021-10-29 02:00:00,15658.89,15673.67,15657.99,15671.55,1304
2021-10-29 03:00:00,15671.58,15687.35,15667.75,15680.78,1325
2021-10-29 04:00:00,15680.96,15681.76,15653.93,15663.15,1127
2021-10-29 05:00:00,15662.95,15663.78,15646.29,15653.53,1531
2021-10-29 06:00:00,15654.53,15662.96,15633.42,15651.52,1734
2021-10-29 07:00:00,15651.9,15673.81,15631.14,15666.01,2620
2021-10-29 08:00:00,15665.96,15665.96,15641.12,15649.04,2123
2021-10-29 09:00:00,15648.66,15656.76,15632.27,15641.07,1994
2021-10-29 10:00:00,15640.99,15649.46,15609.58,15638.02,2242
2021-10-29 11:00:00,15637.22,15659.1,15630.84,15647.91,1967
2021-10-29 12:00:00,15647.88,15667.62,15622.96,15639.48,2565
2021-10-29 13:00:00,15639.25,15710.16,15629.6,15694.29,3505
2021-10-29 14:00:00,15695.4,15720.55,15680.28,15706.16,3546
2021-10-29 15:00:00,15706.24,15759.16,15704.4,15750.42,2927
2021-10-29 16:00:00,15750.75,15805.87,15746.59,15796.14,2564
2021-10-29 17:00:00,15797.13,15822.46,15786.65,15797.7,2420
2021-10-29 18:00:00,15797.1,15808.02,15772.13,15799.41,2644
2021-10-29 19:00:00,15799.55,15856.94,15785.25,15856.94,2939
2021-10-31 22:00:00,15903.5,15903.5,15884.17,15886.39,590
2021-10-31 23:00:00,15886.18,15901.02,15868.29,15892.86,1298
2021-11-01 00:00:00,15893.05,15921.17,15890.12,15911.37,1512
2021-11-01 01:00:00,15910.97,15911.03,15881.11,15891.1,1580
2021-11-01 02:00:00,15890.53,15892.18,15882.83,15891.51,1324
2021-11-01 03:00:00,15891.6,15891.83,15883.69,15884.99,876
2021-11-01 04:00:00,15884.93,15891.27,15883.21,15889.47,625
2021-11-01 05:00:00,15889.22,15904.19,15889.22,15893.66,1152
2021-11-01 06:00:00,15893.51,15893.51,15871.33,15882.68,1064
2021-11-01 07:00:00,15882.44,15895.3,15882.14,15884.88,1253
2021-11-01 08:00:00,15884.9,15916.19,15884.9,15915.33,1759
2021-11-01 09:00:00,15915.49,15925.37,15906.8,15911.76,1237
2021-11-01 10:00:00,15911.65,15920.03,15904.63,15919.9,1071
2021-11-01 11:00:00,15920.13,15927.28,15909.39,15910.54,1128
2021-11-01 12:00:00,15910.17,15912.23,15870.95,15879.98,1643
2021-11-01 13:00:00,15880.16,15880.79,15810.52,15817.72,3196
2021-11-01 14:00:00,15816.79,15841.7,15781.01,15821.25,3724
2021-11-01 15:00:00,15820.27,15873.98,15818.5,15873.36,2831
2021-11-01 16:00:00,15874.14,15878.8,15862.4,15873.24,2438
2021-11-01 17:00:00,15873.04,15884.56,15820.69,15832.62,2712
2021-11-01 18:00:00,15831.86,15842.32,15802.39,15838.45,2730
2021-11-01 19:00:00,15838.12,15898.31,15834.6,15897.9,2658
2021-11-01 22:00:00,15901.04,15906.53,15897.23,15903.48,326
2021-11-01 23:00:00,15903.24,15903.45,15888.68,15888.68,931
2021-11-02 00:00:00,15888.89,15894.28,15880.26,15890.24,1207
2021-11-02 01:00:00,15890.36,15899.79,15874.12,15878.86,1393
2021-11-02 02:00:00,15879.0,15883.4,15868.37,15872.43,1129
2021-11-02 03:00:00,15872.32,15876.1,15862.28,15875.82,1058
2021-11-02 04:00:00,15875.94,15886.21,15875.57,15881.86,685
2021-11-02 05:00:00,15881.95,15908.83,15876.36,15904.79,1239
2021-11-02 06:00:00,15903.77,15908.48,15892.25,15903.55,1265
2021-11-02 07:00:00,15903.28,15907.08,15890.67,15894.98,1192
2021-11-02 08:00:00,15895.8,15896.82,15874.24,15875.06,1749
2021-11-02 09:00:00,15875.21,15882.79,15864.57,15875.5,1574
2021-11-02 10:00:00,15875.56,15883.07,15870.28,15878.39,1254
2021-11-02 11:00:00,15879.65,15889.07,15870.33,15878.32,1325
2021-11-02 12:00:00,15878.83,15895.56,15873.56,15879.56,1514
2021-11-02 13:00:00,15879.33,15980.18,15876.5,15968.13,2782
2021-11-02 14:00:00,15968.96,15974.44,15907.23,15963.18,3313
2021-11-02 15:00:00,15964.55,15992.65,15946.79,15952.21,2929
2021-11-02 16:00:00,15951.38,15970.11,15925.26,15966.2,2666
2021-11-02 17:00:00,15967.13,15971.72,15936.33,15950.56,2519
2021-11-02 18:00:00,15950.84,15963.46,15918.98,15962.39,2564
2021-11-02 19:00:00,15961.41,15991.0,15954.22,15972.91,2520
2021-11-02 22:00:00,15959.45,15963.59,15955.22,15955.9,289
2021-11-02 23:00:00,15956.53,15961.52,15955.21,15955.73,500
2021-11-03 00:00:00,15955.65,15969.3,15950.98,15967.05,726
2021-11-03 01:00:00,15967.17,15989.32,15966.69,15976.75,1109
2021-11-03 02:00:00,15976.24,15976.78,15968.81,15973.35,1040
2021-11-03 03:00:00,15973.58,15980.07,15971.1,15971.84,659
2021-11-03 04:00:00,15971.6,15978.46,15968.74,15972.77,477
2021-11-03 05:00:00,15972.97,15973.94,15964.26,15965.78,868
2021-11-03 06:00:00,15965.88,15976.36,15965.88,15970.84,719
2021-11-03 07:00:00,15970.33,15980.65,15966.37,15971.51,968
2021-11-03 08:00:00,15970.01,15990.03,15970.01,15982.47,1527
2021-11-03 09:00:00,15982.58,15999.5,15982.47,15991.05,1062
2021-11-03 10:00:00,15991.29,15997.33,15976.31,15984.19,1140
2021-11-03 11:00:00,15983.79,15999.76,15979.26,15996.29,1109
2021-11-03 12:00:00,15995.99,16002.06,15981.73,15991.37,1499
2021-11-03 13:00:00,15991.29,16009.49,15957.03,15983.48,2741
2021-11-03 14:00:00,15984.11,15988.23,15949.09,15971.23,3381
2021-11-03 15:00:00,15972.19,15997.64,15956.2,15995.25,2656
2021-11-03 16:00:00,15995.45,15998.91,15980.78,15988.88,2470
2021-11-03 17:00:00,15989.23,16002.21,15978.32,15982.1,2234
2021-11-03 18:00:00,15981.9,16100.8,15971.7,16095.21,4087
2021-11-03 19:00:00,16096.3,16157.85,16084.62,16148.82,3281
2021-11-03 22:00:00,16163.25,16170.06,16158.77,16167.86,313
2021-11-03 23:00:00,16168.24,16197.44,16167.72,16196.97,1014
2021-11-04 00:00:00,16196.9,16196.9,16177.25,16185.52,1058
2021-11-04 01:00:00,16185.44,16185.44,16164.01,16167.46,1274
2021-11-04 02:00:00,16167.67,16179.42,16164.94,16177.75,857
2021-11-04 03:00:00,16177.56,16177.56,16167.27,16168.85,678
2021-11-04 04:00:00,16168.38,16177.93,16168.09,16173.26,572
