datetime,open,high,low,close,volume
2025-07-08 11:00:00,22767.1,22773.43,22753.45,22769.34,1220
2025-07-08 11:30:00,22769.43,22779.1,22759.69,22762.16,1166
2025-07-08 12:00:00,22761.06,22777.57,22744.86,22768.14,1633
2025-07-08 12:30:00,22768.1,22768.35,22737.42,22762.18,1975
2025-07-08 13:00:00,22762.36,22778.32,22753.89,22756.43,1774
2025-07-08 13:30:00,22756.16,22765.78,22703.95,22704.19,9236
2025-07-08 14:00:00,22704.75,22721.14,22671.69,22696.58,8019
2025-07-08 14:30:00,22696.44,22764.64,22663.93,22716.58,8666
2025-07-08 15:00:00,22715.98,22737.36,22677.49,22691.44,6596
2025-07-08 15:30:00,22691.87,22733.84,22691.68,22728.74,4511
2025-07-08 16:00:00,22728.77,22785.14,22721.94,22769.87,3766
2025-07-08 16:30:00,22770.13,22773.94,22710.93,22739.37,6657
2025-07-08 17:00:00,22739.38,22748.62,22697.99,22735.13,5578
2025-07-08 17:30:00,22734.94,22760.37,22713.49,22756.2,3666
2025-07-08 18:00:00,22755.69,22763.13,22731.94,22734.97,3315
2025-07-08 18:30:00,22735.13,22742.13,22713.18,22721.15,3261
2025-07-08 19:00:00,22720.8,22723.12,22693.4,22711.99,3574
2025-07-08 19:30:00,22712.38,22723.84,22694.01,22714.34,3974
2025-07-08 20:00:00,22713.95,22730.45,22707.72,22728.71,1475
2025-07-08 20:30:00,22728.45,22728.89,22721.21,22725.18,729
2025-07-08 22:00:00,22731.26,22746.48,22728.58,22733.75,888
2025-07-08 22:30:00,22733.93,22738.48,22726.17,22737.9,665
2025-07-08 23:00:00,22737.99,22747.93,22722.39,22730.26,840
2025-07-08 23:30:00,22730.42,22731.67,22719.53,22725.46,806
2025-07-09 00:00:00,22725.53,22725.53,22695.46,22697.43,1137
2025-07-09 00:30:00,22697.88,22707.28,22689.29,22700.2,901
2025-07-09 01:00:00,22699.73,22715.27,22697.1,22698.54,1250
2025-07-09 01:30:00,22698.71,22716.63,22679.24,22714.54,1407
2025-07-09 02:00:00,22714.76,22725.22,22709.23,22713.55,1084
2025-07-09 02:30:00,22713.22,22715.16,22701.86,22703.51,755
2025-07-09 03:00:00,22703.26,22708.04,22691.31,22707.68,867
2025-07-09 03:30:00,22707.51,22707.51,22693.52,22697.01,807
2025-07-09 04:00:00,22696.71,22703.41,22693.44,22699.74,668
2025-07-09 04:30:00,22699.53,22719.52,22698.44,22716.89,735
2025-07-09 05:00:00,22716.72,22720.5,22695.33,22696.69,826
2025-07-09 05:30:00,22697.21,22711.03,22694.02,22696.03,943
2025-07-09 06:00:00,22696.21,22696.21,22667.25,22691.06,1614
2025-07-09 06:30:00,22691.43,22723.97,22684.01,22721.28,1345
2025-07-09 07:00:00,22721.52,22726.91,22700.6,22709.52,1860
2025-07-09 07:30:00,22709.49,22728.68,22704.78,22718.52,1348
2025-07-09 08:00:00,22718.06,22726.45,22704.01,22717.47,1683
